
4253184,0
4059648,1
4114176,1
5521920,1
4543104,1
4957440,1
3672576,2
3722496,2
5059584,2
4457088,2
4683264,2
4594176,2
6210816,2
4360320,2
3867648,2
4898304,2
3946752,2
3328512,2
5834880,2
5973504,2
4060032,2
3998592,2
5516160,2
4645632,2
5513472,2
4651008,2
4061184,2
4833408,2
3995136,2
3581952,2
4156416,3
3432192,3
4844544,3
4285056,3
4247808,3
4400640,3
5647104,3
4172160,3
3512832,3
4769280,3
3430656,3
1575936,3
5687424,3
5446656,3
3586944,3
3821952,3
3731328,3
4636416,3
5400576,3
4296192,3
3706368,3
4940928,3
4188672,3
3190272,3
5602560,3
5314560,3
4828800,3
5298432,3
5485824,3
4517376,3
4206336,3
6539136,3
5964288,3
3667584,3
5392512,3
6161280,3
3968256,3
3320832,3
3459840,3
4578048,3
3619200,3
2723328,3
2444544,3
4801536,3
3323136,3
2801664,3
5572224,3
5285376,3
4992000,3
4215552,3
4378752,3
3684096,3
3231744,3
3842304,3
2436096,3
3810432,3
3957504,3
5061504,3
2992512,3
5373312,3
5855232,3
6611712,3
5236992,3
3877632,3
5931648,3
5070336,3
5231616,3
3672960,3
3418752,3
4904064,3
4474368,3
4978560,3
4881792,3
5799552,3
4040832,3
4421376,3
4742784,3
3811968,3
3596928,3
5719296,3
6233856,3
4098048,3
3770112,3
6086400,3
4516224,3
5000448,3
4917504,3
3937536,3
5177856,3
4256256,3
3466368,3
4263936,3
3653376,3
5398272,3
4747392,3
3849984,3
5782272,3
6157824,3
3812736,3
4688256,3
3563904,3
5612928,3
5097216,3
5030400,3
3801600,3
4028928,3
3721344,3
3462912,3
3528960,3
4587264,3
3828096,3
3335424,3
3819264,4
5414400,4
4500096,4
4008960,4
5432064,4
4043136,4
3153408,4
4941312,4
3269376,4
3059712,4
5533824,4
5183232,4
3941760,4
3692928,4
2484096,4
4617984,4
5180160,4
4747776,4
3346944,4
4478592,4
3204864,4
2899968,4
5210880,4
4847616,4
5024256,4
5356800,4
4151808,4
2352384,4
6332544,4
5437440,4
3189120,4
5247360,4
4553856,4
3954432,4
3207936,4
3222528,4
4384512,4
3780480,4
3013632,4
2154240,4
5156352,4
3237120,4
1414656,4
5558400,4
5091840,4
4525056,4
2366208,4
4192896,4
3200256,4
1769472,4
3446016,4
2102784,4
2257536,4
2140416,4
4918656,4
2239872,4
3746688,4
5776896,4
6453504,4
3393792,4
6074496,4
5172480,4
4113792,4
2951808,4
3033216,4
4293120,4
4462464,4
4795776,4
4203648,4
4027008,4
4281600,4
3000960,4
3664512,4
2134656,4
4088064,4
4674816,4
3701760,4
2991360,4
5900544,4
4483968,4
5023488,4
4417536,4
3797760,4
5362176,4
4557312,4
3289728,4
4780032,4
3416064,4
4768896,4
3817728,4
5508096,4
5630976,4
3974016,4
3725184,4
4215168,4
5174016,4
5137920,4
3785472,4
3637248,4
4022400,4
3156480,4
3174144,4
4393728,4
3639936,4
2980608,4
4700160,4
5860224,4
7064832,4
4686336,4
5430528,4
3116544,4
5959680,4
4345728,4
7110528,4
5253504,4
4356096,4
4353024,4
5549568,4
5119104,4
4331520,4
1877760,4
5389056,4
3990528,4
3578112,4
6217344,4
5276160,4
6731520,4
3130368,4
4872576,4
5162496,4
3814656,4
4379136,4
3184896,4
4692096,4
3943680,4
5652864,4
4568448,4
6018432,4
6145536,4
5697792,4
5223168,4
4480512,4
5899392,4
5056512,4
3038976,4
3377280,4
4897920,4
5436288,4
3753984,4
2785920,4
5837184,4
5758080,4
5089920,4
4938240,4
5275008,4
5237376,4
4419456,4
6009600,4
5358336,4
3774720,4
4830720,4
6376704,4
4193664,4
3485184,4
2724864,4
5368320,4
2985216,4
2998272,4
3420288,4
3169536,4
4368384,4
5384448,4
3474048,4
2481408,4
5194752,4
5282304,4
4490880,4
5043072,4
5559936,4
2853888,4
2428416,4
2394240,4
2421504,4
2412288,4
5581824,4
2667648,4
3326208,4
5328384,4
3226368,4
2833920,4
5529216,4
4363776,4
3591936,4
4116096,4
3092736,4
3188736,4
3214080,4
1457664,4
3590784,4
3366144,4
4702080,4
2777472,4
2648448,4
5832192,4
6338304,4
5188608,4
3286272,4
5959296,4
5011200,4
4608000,4
5425920,4
3793920,4
5249664,4
5153280,4
4022016,4
4862976,4
4724352,4
3952896,4
3492480,4
4575360,4
6050688,4
4194048,4
3935232,4
3044352,4
4959744,4
3642240,4
2598912,4
4814592,4
2704896,4
3648768,4
2124288,4
3767424,4
3796224,4
3987456,4
3309312,4
4305024,4
3584256,4
2532864,4
4009728,4
2764416,4
3081216,4
3428736,4
2587008,4
5579136,4
3834624,4
4764672,4
3763968,4
3777792,4
4003968,4
2860800,4
6249984,4
4964736,4
2219136,4
4599936,4
5554944,4
5781888,4
5311872,4
4900992,4
3105408,4
4430592,4
5131392,4
2753664,4
2690688,4
5657088,4
6091008,4
5017344,4
3710208,4
5888256,4
5483904,4
5274624,4
5725440,4
2915328,4
6193920,4
5354496,4
4427904,4
5140224,4
3237888,4
3317760,4
5668992,4
4495104,4
6314496,4
4146432,4
3835776,4
5491584,4
2461056,4
5470080,4
6113280,4
6128640,4
3861504,4
4819584,4
5178624,4
5003520,4
5625216,4
4985088,4
4156800,4
3128448,4
4689024,4
4302336,4
4514304,4
4403328,4
5187456,4
3826560,4
3805824,4
4613760,4
3146112,4
1597824,4
5534208,4
5586048,4
3539712,4
3555840,4
3748608,4
4504704,4
4890240,4
4591488,4
3402624,4
5366016,4
4691712,4
2886528,4
5245056,4
5306496,4
4939392,4
5852160,4
5026176,4
4785792,4
4069248,4
6001536,4
6222336,4
3396480,4
5172096,4
6546048,4
3693696,4
3431424,4
3728640,4
4841472,4
3971712,4
2986752,4
2732160,4
4646016,4
3038592,4
2823552,4
5419008,4
5424768,4
5064576,4
4080768,4
4053504,4
4218624,4
3253632,4
3705216,4
2704512,4
3915264,4
4492032,4
4881408,4
3099648,4
5945856,4
5556480,4
5880576,4
5347584,4
3734784,4
6057984,4
5035776,4
5096832,4
3710976,4
3125760,4
5409792,4
4323456,4
4505856,4
4986624,4
6275328,4
3629184,4
3910656,4
5248512,4
3543552,4
3614208,4
6232704,4
6425088,4
4161408,4
4235136,4
6564480,4
4782336,4
4452864,4
3717120,4
4709760,4
4366848,4
4530432,4
3341568,4
5508864,4
5006592,4
3850368,4
6577920,4
5738496,4
3541632,4
5032704,4
3270912,4
5333376,4
4565760,4
3773184,4
3905280,4
3759360,4
3724032,4
3405312,4
4874880,4
3508608,4
3889152,4
4457472,4
3363072,4
5054208,4
5475840,4
5577984,4
5107968,4
3345408,4
2092032,4
5784192,4
4656384,4
3430272,4
3924864,4
5088000,4
4992768,4
4065408,4
4237056,4
3121152,4
5554176,4
5602944,4
5535744,4
5416704,4
5646336,4
4137216,4
6092928,4
6344064,4
5753472,4
3775488,4
5729280,4
2389248,4
4301184,4
5295744,4
5075712,4
4925568,4
5655936,4
5504640,4
3848064,4
3857664,4
5134464,4
3790464,4
5977344,4
5809920,4
4549632,4
3577344,4
4699392,4
5205120,4
4818432,4
4885248,4
3470592,4
4694784,4
3273216,4
3031680,4
3398400,4
4591872,4
3635328,4
3172608,4
3621888,4
6125568,4
3866496,4
3370368,4
4500864,4
4173312,4
4788480,4
3431040,4
3480576,4
5775360,4
3280512,4
2174976,4
3045120,4
5754624,4
5312256,4
5307648,4
5291520,4
3135360,4
5385600,4
3436032,4
2788608,4
2927616,4
4571136,4
3086976,4
2199168,4
1905408,4
4497408,5
6049536,5
3508224,5
5027328,5
5747712,5
4253568,5
3864960,5
4344192,5
4641024,5
5346816,5
3287040,5
4920576,5
4632576,5
4554624,5
4584192,5
5528832,5
3936768,5
3836160,5
6178944,5
5169408,5
3490176,5
5070720,5
3306624,5
3940608,5
3030528,5
3556608,5
3960576,5
3248256,5
1928448,5
1859328,5
5564928,5
3371520,5
5576832,5
4310016,5
4077696,5
2990592,5
3586560,5
3121920,5
1812480,5
3902592,5
3575808,5
4803456,5
2928000,5
2298240,5
5843712,5
6230784,5
5280000,5
3184128,5
4140288,5
4554240,5
4038528,5
3252864,5
2087040,5
